text,error,cardiff_label,cardiff_score,shap_cardiff
"I agree that Ethan sometimes says some uneducated things but you as an arab have no right to call out anyone else's behaviour. You arabs are light years away from anything resembling civilization or humanity, and are consistently responsible for the worst human rights abuses currently plaguing this earth. If any country deserves to get nuked it's any of the arab ones especially Saudi Arabia because the work would be better off after your excruciating death.",,HATE,0.9954493641853333,": -0.002059641784788775, I : -0.002059641784788775, agree : 0.008499300780905676, that : 0.007146595719469977, Ethan : 0.014539657514043418, sometimes : 0.007985297711067168, says : 0.005142983169727293, some : 0.005142983169727293, un: 0.005902986172475809, educated : 0.008565171286352867, things : 0.011229556300566488, but : 0.022072803204147413, you : 0.0158929982419414, as : 0.01589349984645932, an : 0.008376780576543837, ar: -0.011424466643282878, ab : -0.010586910353075447, have : -0.002786181324544097, no : -0.002786181324544097, right : 0.007499611897011553, to : 0.007456947078545844, call : 0.007009364042979931, out : 0.006843569066924309, anyone : 0.006047530278530238, else: 0.006047530278530238, 's : 0.003593237143442301, behaviour: 0.003593237143442301, . : -0.0010126291994570886, You : -0.15526780731036394, ar: -0.07419057553582076, abs : -0.21274074033229096, are : -0.01118407427538408, light : -0.003591887943635118, years : -0.000633899093095568, away : -0.000633899093095568, from : 0.005400563868031549, anything : 0.002319476262935149, resembling : -0.009031643289338155, civilization : -0.02510718897842924, or : -0.0024887006352877334, humanity: -0.06572272531643865, , : -0.001302428593182759, and : -0.002021528934872347, are : -0.0028327372654328225, consistently : -0.0028327372654328225, responsible : -0.003859315512979972, for : -0.003859315512979972, the : -0.004615859961066032, worst : -0.009766208724047626, human : -0.012827802437984953, rights : -0.003941047634159784, abuses : -0.014366133179837128, currently : -0.00493406694787111, plag: -0.00031784017974998617, uing : -0.00031784017974998617, this : -0.010948652673271551, earth: -0.015333666737881555, . : -0.00016416297398141703, If : 0.00960296075209044, any : 0.008735630166484043, country : -0.01285196904791519, deserves : -0.024900320160668343, to : -0.01844096822605934, get : -0.02811690313683357, n: -0.03292832578881644, uked : -0.062111528939567506, it: -0.01142799545195885, 's : -0.003611736634047702, any : 0.00507269951631315, of : -0.010551974637201056, the : -0.04604237264138646, ar: -0.07089164046192309, ab : -0.03714653461793205, ones : -0.011961818854615558, especially : -0.01063022873859154, Saudi : -0.017862176391645335, Arabia : -0.017862176391645335, because : -0.0042559975845506415, the : -0.0042559975845506415, work : -0.002821962401503697, would : -0.002821962401503697, be : -0.002821962401503697, better : -0.002821962401503697, off : 0.005149827038985677, after : 0.005149827038985677, your : -0.014025542270489192, excruciating : -0.014025542270489192, death: -0.049420250539939536, .: -0.012912948668235913, : -0.00011762141366489232"
"@CNN Like 15 years, taxes, home bills, utilities, my phone 707. Listed.  Fucking niggers beat me with the he Jews. Cohen's gang paid moonlighting law enforcement pi. Put them in jail. I say shoot.",,HATE,0.9894365072250366,": 0.0025144330483224046, @: 0.0025144330483224046, CNN : 0.0056031718176152365, Like : 0.0056031718176152365, 15 : 0.008907099652692284, years: 0.011190619717940296, , : 0.01218007265369555, taxes: -0.001711746326059495, , : -0.001711746326059495, home : 0.0031927039017574043, bills: 0.0031927039017574043, , : -0.00015848319887657442, utilities: 0.03218713256309887, , : 0.006913988317951168, my : 0.014344032087951507, phone : 0.015898901668965425, 7: 0.005467172644689287, 07: 0.005467172644689287, . : 0.0052291969094719545, L: 0.011772915565719208, isted: 0.020085660585512716, . : 0.00039090200637777645,  : -0.002015226913499646, F: -0.09055126522798673, ucking : -0.17087161830204423, nig: -0.3117733132276044, gers : -0.01657529417934711, beat : -0.026566960121272132, me : -0.01282549588358961, with : 0.013576741184806451, the : 0.00876297612558119, he : -0.017933226263266988, Jews: -0.15571256108523812, . : 0.008012993639567867, Cohen: 0.07099709369649645, 's : 0.0715821876161499, gang : -0.11244843142630997, paid : -0.07546576961467508, moon: 0.0036323953342313566, lighting : 0.0036323953342313566, law : -0.004803717155785611, enforcement : -0.014499420086697986, pi: -0.000929938357633849, . : -0.009701390921448668, Put : -0.06876706050243228, them : -0.08237280834000557, in : 0.0009390974533744155, jail: -0.04495682582492009, . : 0.002282255468890071, I : -0.009416825021617115, say : -0.009416825021617115, shoot: -0.1352479704655707, .: 0.04193574306555092, : 2.714036963880062e-05"
Bitchs stay running they mouth LMAO y'all look so stupid,,HATE,0.9819137454032898,": 7.986091077327728e-08, B: -0.26111368782585487, itch: -0.5862722768797539, s : -0.05232183856423944, stay : -0.021381041762651876, running : -0.04871110073872842, they : -0.015355012088548392, mouth : -0.10331166116520762, L: 0.020811942813452333, MA: 0.1061106103588827, O : 0.10912703943904489, y: -0.009605709463357925, ': -0.022534643998369575, all : -0.07436560426140204, look : 0.0652506950427778, so : 0.08810519182588905, stupid: -0.17282761179376394, : -8.405186235904694e-08"
@user Ok settle down betty friedan some feminazi will blow you for saying This,,HATE,0.995016872882843,": 1.4551915228366852e-10, @: 0.0004692226357292384, user : 0.0007097844936652109, Ok : 0.0006625102396355942, settle : -0.0006948443988221698, down : 0.0014864438635413535, bet: -0.0006844015006208792, ty : 0.000610553368460387, fried: -0.002892231015721336, an : 9.381215204484761e-05, some : 0.0018391500925645232, femin: -0.5060716920343111, azi : -0.48011794078774983, will : -0.002476779256539885, blow : -0.004957225690304767, you : 0.0023692663526162505, for : 0.0009508400107733905, saying : -0.002519334462704137, This: 0.0004539795045275241, : 1.1641532182693481e-10"
@user Lol. People are retarded. She is one of the greats no doubt and she doesn\u2019t need to come to the U\u2026 @URL,,HATE,0.954444944858551,": 2.9965740395709872e-05, @: -0.0004905718669760972, user : 0.001991977507714182, Lol: 0.004085019638296217, . : -0.0015643842634744942, People : 0.005003896585549228, are : -0.48444187275890727, retarded: -0.49343482314725406, . : 0.0036815511411987245, She : 0.007734679337590933, is : 0.006459444016218186, one : 0.0010456975549459457, of : 0.0006628541857935488, the : 0.00098399295238778, great: 0.008146303970715963, s : 0.0004072358744451776, no : 0.000516079121734947, doubt : 0.0006955269956961275, and : -0.0002308514784090221, she : 0.002377860335400328, doesn: 3.7906429497525096e-05, \: 0.0003406765463296324, u: -0.001116099621867761, 2019: 0.002213191502960399, t : -0.0031805892649572343, need : -0.006302152440184727, to : -0.0014326167583931237, come : -0.012860801332863048, to : 0.010172115958994254, the : -0.004381420440040529, U: -0.0017355174059048295, \: 0.003332378912351227, u: -0.004788257892609441, 20: 0.00448920253464686, 26 : 0.0051483181471537265, @: -0.0038475647091954237, URL: 0.007732677134862613, : -6.577805505089816e-05"
They should have executed the pile a trash rapes and kills women and sends drugs into America no trial just a bullet in the head,,HATE,0.9939780235290527,": 5.844049155712128e-08, They : -0.008156648080330342, should : -0.16140243582776748, have : -0.14764848884078674, executed : 0.028830340495915152, the : -0.026878040822339244, pile : 0.039748331415466964, a : -0.04200498427962884, trash : -0.22948301669384819, rapes : -0.14035877543210518, and : -0.09987663271022029, kills : 0.042701294897900276, women : -0.07903447067171025, and : 0.058297313507258273, sends : -0.0018954832557938062, drugs : -0.12134467838768614, into : -0.01650581942521967, America : -0.12466170093102846, no : 0.004230781880323775, trial : 0.09613402231479995, just : -0.001338845533609856, a : 0.013177761538827326, bullet : 0.02615656121633947, in : 0.0018422736320644617, the : -0.008773726741007218, head: -0.08692340428630511, : -2.2349219458798566e-06"
it is not set up yet it for donations to my legal fund only i have not even enabled it there no bank account attached yet any more questions nigger lover lover,,HATE,0.9536718130111694,": 6.256272899918258e-05, it : 0.006889512180350721, is : 0.001309692524955608, not : 0.0037897627480560914, set : 0.0010089048882946372, up : 0.002927829627878964, yet : -0.0016817688883747905, it : -0.0003347510064486414, for : 0.0008184567268472165, donations : 0.0021810132602695376, to : 0.002177042857510969, my : 0.001353731524432078, legal : 0.00020698113075923175, fund : 0.0013082164659863338, only : 0.0023064997367328033, i : 0.002149307620129548, have : 0.000552960264030844, not : 0.0023260338930413127, even : -0.0008483689452987164, enabled : 0.0026001242513302714, it : 0.0021017079998273402, there : 0.00012055688421241939, no : 0.002301538595929742, bank : 0.00042948697227984667, account : 0.0028145676405983977, attached : 0.0048045535731944256, yet : -0.00020842944650212303, any : -0.0010163290207856335, more : -0.0017737366761139128, questions : 0.005649362468830077, n: -0.09454801915489952, igger : -0.8913054441472923, lover : -0.00040024200279731303, lover: -0.0011848565918626264, : -3.025232581421733e-05"
some bitches be hella hoes and be proud of that shit 😭,,HATE,0.9751752018928528,"some : 0.04257310857065022, bit: -0.07581281816237606, ches : -0.5716293332807254, be : 0.008244634489528835, hell: 0.10661334547330625, a : -0.006452159635955468, h: -0.15447112574474886, oes : -0.23828636534744874, and : -0.08448469638824463, be : -0.0010541033698245883, proud : 0.0015515416162088513, of : -0.0012792363413609564, that : 0.002812626597005874, shit : -0.007992057537194341, 😭: 0.007373453525360674, 😭: 0.0020147343166172504"
But when I put on girl clothes I'm a faggot,,HATE,0.9871728420257568,": 9.173527359962463e-08, But : 0.02393051332910545, when : -0.08512590781901963, I : -0.013462513335980475, put : -0.06032216678431723, on : -0.04557328636292368, girl : -0.06603752156661358, clothes : -0.05895821240846999, I: 0.006902473218360683, 'm : 0.004159425621764967, a : 0.007931192027172074, f: -0.3025713007664308, agg: -0.4101160658756271, ot: 0.014833052642643452, : -3.632158041000366e-07"
the bitches in my mans hood aint about shit 🙄,,HATE,0.981627881526947,": 5.820766091346741e-10, the : 0.009822129970416427, bit: -0.035804896615445614, ches : -0.8714361741440371, in : -0.008356053149327636, my : -0.011908310116268694, mans : -0.03240640414878726, hood : -0.022276635630987585, a: 0.0035826052189804614, int : 0.00022648269077762961, about : 0.03541402192786336, shit : -0.03984741517342627, 🙄: -0.001992144563701004, 🙄: -0.002688217966351658, 🙄: -0.0025164171820506454, : 2.9103830456733704e-09"
@gaywonk @YouTube Yo faggot quit whining. Just because someone is mean to you it does int mean that you have the right to destroy their means of living. Go suck a dick,,HATE,0.9937699437141418,": 0.0003171588643454015, @: 0.01383573537459597, gay: -0.029122667980846017, won: -0.008375179849099367, k : 0.001171831728424877, @: -0.0053963870110843954, YouTube : 0.02092707070308582, Yo : -0.011068129383299189, f: -0.20027849337930093, agg: -0.41811284238792723, ot : -0.04881185213162098, quit : -0.013792571980350962, whining: 0.06484165960379566, . : 0.03833925116729612, Just : -0.007984421009535688, because : 0.003403119483624798, someone : 0.013812312116857831, is : 0.013085942936374087, mean : 0.0025539494262889293, to : 0.009644658598478165, you : -0.008851946037833366, it : 0.007236561100359288, does : 0.003374686379317174, int : -0.0011572880592607164, mean : 0.0006075096045210756, that : 0.003675606889516095, you : 0.003725040371279212, have : 0.0016239333655508033, the : 0.005145176301226931, right : 0.011416019131644608, to : -0.005569538127656979, destroy : -0.01808123281507562, their : -0.023069031388059213, means : 0.009163108686424839, of : -0.003658711087489144, living: 0.011124314835463075, . : 0.022212149248510026, Go : -0.009940695617115126, suck : -0.2184578225889709, a : -0.10121627998693536, dick: -0.11087108132584642, : -8.951438746104639e-05"
<user> <user> autistic faggot,,HATE,0.9990838766098022,": -2.546585164964199e-11, <: -0.00011797884872066788, user: -0.00013829642193741165, > : -0.00013949977801530622, <: 9.779692118172534e-05, user: -0.00020332608619355597, > : 0.00022694450308335945, autistic : -0.0002581967055448331, f: -0.2522199044251465, agg: -0.4942878608198953, ot: -0.24972722311213147, : -8.731149137020111e-11"
<user> <user> so basically the <number> fates live here and all <number> are retarded porn stars,,HATE,0.9913607239723206,": 1.2481468729674816e-06, <: 0.0013844836794305593, user: -0.0007190041214926168, > : 0.0008467949373880401, <: 0.00018166883091907948, user: -2.2999403881840408e-05, > : 0.0025549949059495702, so : 0.0007802311301929876, basically : 0.011524029927386437, the : 0.012213722984597553, <: 0.028832427671053058, number: 0.043361616154773706, > : 0.07490137495672873, f: -0.03604560014937306, ates : -0.03727019211364677, live : -0.037319847905018834, here : -0.030063529904873577, and : -0.03211701602267567, all : 0.00025115681637544185, <: 0.0003585975937312469, number: -0.00018504602485336363, > : 0.001180090446723625, are : -0.2574185480334563, retarded : -0.7280962426884798, porn : -0.0008979023987194523, stars: -0.000769872814998962, : -7.828930392861366e-09"
"Just seen the tweets. Fuck this miserable, nasty country and, particularly, fuck these dickless, lowlife, thick-as-horseshit, waste-of-skin excuses for men. I hope they die in screaming agony of testicular leprosy. URL",,HATE,0.9948286414146423,": 0.0008560407150071114, Just : 0.03967854959773831, seen : 0.00021599781272622443, the : 0.012839408950336898, tweets: -0.016911785690657172, . : 0.03288874655845575, Fuck : -0.06512812821456464, this : -0.04331073523935629, miserable: -0.03218526696873596, , : 0.03440857140667504, nasty : -0.1104789051558934, country : -0.09032478114647044, and: -0.013321686670557635, , : -0.007319225665802757, particularly: -0.021255784891642787, , : -0.020607227683164336, fuck : -0.06883164043876061, these : -0.12719585974019904, dick: -0.014589350106065492, less: -0.014589350106065492, , : -0.005321879239376382, low: 0.00043645092569262445, life: 0.00043645092569262445, , : -0.008321647543423169, thick: -0.0022253804206155154, -: -0.0022253804206155154, as: 0.000378528580138841, -: 0.000378528580138841, h: -0.0014796269772812637, ors: -0.0014796269772812637, esh: -0.0014796269772812637, it: -0.0014796269772812637, , : -0.010799345904426268, waste: -0.007489037997751998, -: -0.004076303746282624, of: 0.0011285887381885774, -: 0.0011285887381885774, skin : -0.00955179012397331, excuses : -0.009611308010230109, for : 0.0009904950899139154, men: -0.011369009789072711, . : 0.008801418815542443, I : -0.014902674105542246, hope : -0.09067010416038102, they : -0.0948811226116959, die : -0.04567919656983577, in : -0.028523598331958055, screaming : -0.03003809612710029, agony : 0.002502979084965773, of : -0.02792224353470374, test: -0.02031547927472275, icular : -0.030990367542835885, le: -0.02250460031646071, pro: -0.019466916446981487, sy: -0.03043353993271012, . : 0.007563695253338665, URL: 0.04844223626423627, : 0.0008511050837114453"
All Border patrol agents should be publicly executed by the government for crimes against humanity.,,HATE,0.961337149143219,": -5.995389074087143e-08, All : -0.1241304170107469, Border : -0.030918332398869097, patrol : 0.028056226088665426, agents : -0.06167124421335757, should : -0.13015659363009036, be : -0.08078081154963002, publicly : 0.02755609474843368, executed : -0.17448660649824888, by : 0.08725037099793553, the : 0.026655046560335904, government : 0.032429583196062595, for : -0.0375872811418958, crimes : -0.13895923091331497, against : -0.08803543547401205, humanity: -0.3301088999141939, .: 0.03706966224126518, : -5.029141902923584e-08"
certain degree no i am fully assimilated so you can kiss my american ass bitch worry about your own limey shithole infested by pakis raping your women cuck,,HATE,0.9890680909156799,": 0.0001955718372690691, certain : 0.03594148409787782, degree : 0.00039720732196916027, no : 6.945500094194097e-05, i : 0.013444649716326413, am : 0.011070623272167896, fully : 0.010210154736774885, assimil: 0.025206878269922788, ated : 0.024095938902714158, so : 0.0005865347463571068, you : -0.020089353189437782, can : -0.01693305610595936, kiss : -0.01017545272978688, my : 0.06510159511318696, americ: 0.015782433642016258, an : 0.014164392654492985, ass : -0.10036250425764592, bitch : -0.2335744910305948, worry : -0.011202472065633629, about : 0.016834214817208704, your : -0.034706508748058695, own : -0.01918931457475992, lime: 0.04809303052315954, y : -0.0245433743664762, sh: -0.07334786985981433, ith: -0.08228570422167346, ole : -0.06288914057901517, inf: -0.03987828042590991, ested : -0.12892172624560772, by : -0.0029863811578252353, p: -0.025945467801648192, akis : 0.0033006743615260348, raping : -0.010674350875585029, your : -0.00980916559152926, women : -0.023021698153267305, c: -0.10800600882309179, uck: -0.22315128547294685, : -9.079677208016316e-06"
i could imagine this retard walks like this in real life,,HATE,0.9935702085494995,": -2.3283064365386963e-10, i : 0.0022722682915627956, could : -4.0553510189056396e-05, imagine : -0.0001596614602021873, this : -0.44795571760914754, retard : -0.5441740055539412, walks : 0.00037515028088819236, like : -0.00025997568445745856, this : -0.0004092768067494035, in : 0.0003604383673518896, real : -0.0021079754224047065, life: 0.0009935223497450352, : 4.656612873077393e-10"
@user Go do some work negro!,,HATE,0.9925833940505981,": -1.949956640601158e-09, @: -0.00012351738405413926, user : 0.0009721845563035458, Go : 0.0013599350641015917, do : 0.0006169357293401845, some : -0.00018432152137393132, work : -0.21126434534380678, negro: -0.782532071476453, !: 0.000684405502397567, : 3.259629011154175e-09"
when i was like <number> i used a stick to wipe a wet dog turd on a little toddler nigger girl and we laughed so hard omg 😹 😹 😹,,HATE,0.9859853982925415,": 5.268034874461591e-05, when : 0.0017360637139063329, i : 0.0013117831258568913, was : 0.00045031498302705586, like : -0.00011647632345557213, <: 0.0003688768483698368, number: 0.00015247633564285934, > : 0.00028398915310390294, i : -0.00041450316267501976, used : 0.0008987542177136573, a : -0.0001770731824864116, stick : 0.0006387669062759313, to : -0.014571657486441028, wipe : -0.014090241422592145, a : 0.022368106685785785, wet : 0.01693933106467335, dog : -0.010500099757013635, t: -0.0013781341258436441, urd : -0.0014362904767040163, on : -0.001632253173738718, a : -0.00029553435160778463, little : 0.0013474797015078366, toddler : 0.00321691099088639, n: -0.08655095646827249, igger : -0.8963376744868583, girl : -0.0005176011909497902, and : -0.00015353102288726304, we : 0.0007239312536613499, laughed : 0.0017685005651502353, so : 0.00019979645286285732, hard : -0.0001693937855533376, o: -5.843236512090597e-05, mg : 1.674771839235392e-05, 😹: 0.00032166718220752146, 😹 : 0.00036731764622446563, 😹: 0.00022234938805922865, 😹 : 0.00017981687560677528, 😹: 0.00018307657252686718, 😹: 0.0002054134131564448, : -1.6383764644463858e-05"
@user @user What the fuck suicide is male prostitute rubbish chinaman lee hsien loong imagining having\u2026 @URL,,HATE,0.993120551109314,": 0.0001029470658977516, @: 0.002873385506973136, user : 0.0070376235380535945, @: -0.0006003601884003729, user : 0.0455398353660712, What : 0.15902665273461025, the : 0.05751368495475617, fuck : -0.020381536585773574, suicide : 0.0010193895795964636, is : 0.023563539514725562, male : -0.4526839775608096, prostitute : -0.14151491326265386, rubbish : -0.16588138901715865, chin: -0.14834447165412712, aman : -0.07291832805276499, le: 0.01471818486606935, e : -0.03092763065797044, h: -0.02889030555525096, s: -0.016152428557688836, ien : 0.03957624711620156, lo: 0.0752108162487275, ong : -0.25117811609379714, imagining : -0.042600430111633614, having: -0.028781260800315067, \: 0.022604848905757535, u: -0.04107207945344271, 20: -0.016487345375935547, 26 : -0.08388992400432471, @: -0.039738138373650145, URL: 0.15120307716279058, : -3.335357178002596e-06"
fuck you dumb ass ugly ass bitch,,HATE,0.9946272969245911,": -1.1641532182693481e-09, fuck : -0.09398033679462969, you : -0.10268531643669121, dumb : -0.29874036254477687, ass : -0.11927822037250735, ugly : -0.1213508251530584, ass : -0.12014565855497494, bitch: -0.13639429706381634, : -1.1641532182693481e-10"
I would gladly abuse every one of your slut holes.,,HATE,0.9934452772140503,": 5.352194420993328e-08, I : 0.014114861987764016, would : -0.020193712261971086, gladly : -0.019342990301083773, abuse : -0.014758562785573304, every : -0.006567861419171095, one : 0.00025120287318713963, of : -0.017897133628139272, your : 0.008825817698379979, slut : -0.7932999572076369, holes: -0.15720338019309565, .: 0.015090803732164204"
